1606494893.31,0.614
1606494894.94,0.736
1606494896.69,0.991
1606494898.69,0.687
1606494900.38,0.509
1606494901.9,0.551
1606494903.46,0.902
1606494905.37,0.625
1606494907.0,0.623
1606494908.63,0.751
1606494910.4,0.851
1606494912.27,0.971
1606494914.26,1.708
1606494916.99,0.63
1606494918.63,0.574
1606494920.21,0.599
1606494921.82,0.541
1606494923.38,0.681
1606494925.08,0.764
1606494926.85,1.186
1606494929.05,0.858
1606494930.92,0.79
1606494932.73,0.787
1606494934.53,0.765
1606494936.31,0.772
1606494938.09,0.906
1606494940.01,0.707
1606494941.73,0.619
1606494943.36,0.721
1606494945.09,0.63
1606494946.73,0.622
1606494948.36,0.782
1606494950.16,0.639
1606494951.81,0.962
