1606500370.777585,1
1606500370.882538,30
1606500370.986280,75
1606500371.090747,99
1606500371.195499,100
1606500371.301341,99
1606500371.411078,100
1606500371.514803,100
1606500371.621825,99
1606500371.725697,99
1606500371.830008,69
1606500371.933886,84
1606500372.038476,76
1606500372.144752,78
1606500372.248904,76
1606500372.353518,84
1606500372.457079,80
1606500372.561460,53
1606500372.666363,52
1606500372.772270,51
1606500372.876801,50
1606500372.981484,50
1606500373.086604,51
1606500373.190474,51
1606500373.294192,52
1606500373.400276,51
1606500373.505363,51
1606500373.609351,54
1606500373.714597,59
1606500373.818512,60
1606500373.923729,62
1606500374.030165,73
1606500374.134919,73
1606500374.238680,83
1606500374.344327,69
1606500374.448144,55
1606500374.554258,55
1606500374.659452,55
1606500374.763327,55
1606500374.867737,56
1606500374.972393,56
1606500375.076412,55
1606500375.182720,54
1606500375.287830,54
1606500375.395276,56
1606500375.499741,56
1606500375.603945,66
1606500375.714316,66
1606500375.821127,67
1606500375.925539,76
1606500376.029732,76
1606500376.134595,84
1606500376.241862,85
1606500376.346372,71
1606500376.453063,59
1606500376.560766,57
1606500376.667089,56
1606500376.770979,56
1606500376.876434,58
1606500376.980428,58
1606500377.085102,57
1606500377.189519,58
1606500377.293955,59
1606500377.398439,60
1606500377.506638,59
1606500377.610430,66
1606500377.715568,66
1606500377.820657,70
1606500377.929078,68
1606500378.032683,80
1606500378.137108,80
1606500378.240927,88
1606500378.348587,89
1606500378.457137,62
1606500378.563773,62
1606500378.667315,60
1606500378.774340,60
1606500378.879256,61
1606500378.984617,60
1606500379.088364,60
1606500379.193754,62
1606500379.297695,62
1606500379.401579,62
1606500379.509508,62
1606500379.614340,63
1606500379.717655,72
1606500379.822259,70
1606500379.926884,72
1606500380.031069,81
1606500380.134903,81
1606500380.239460,90
1606500380.344225,90
1606500380.448486,63
1606500380.552431,63
1606500380.676481,63
1606500380.781407,62
1606500380.887737,63
1606500380.993231,63
1606500381.100515,64
1606500381.205202,63
1606500381.309057,65
1606500381.419019,64
1606500381.525370,65
1606500381.628701,71
1606500381.732080,72
1606500381.836227,75
1606500381.942866,75
1606500382.046881,75
1606500382.150494,87
1606500382.254438,93
1606500382.358746,94
1606500382.463473,93
1606500382.567811,67
1606500382.672201,66
1606500382.775912,66
1606500382.881230,65
1606500382.985698,65
1606500383.089451,66
1606500383.193395,66
1606500383.297556,66
1606500383.402402,65
1606500383.510835,67
1606500383.619821,68
1606500383.723815,68
1606500383.834863,75
1606500383.939491,74
1606500384.042895,78
1606500384.146293,76
1606500384.250608,86
1606500384.355300,93
1606500384.458997,94
1606500384.563466,93
1606500384.668062,69
1606500384.772766,69
1606500384.888195,68
1606500384.992678,70
1606500385.097867,71
1606500385.202025,71
1606500385.306161,71
1606500385.411354,70
1606500385.515015,69
1606500385.618907,70
1606500385.725130,69
1606500385.829903,69
1606500385.934525,70
1606500386.041049,70
1606500386.144454,70
1606500386.248408,70
1606500386.351428,72
1606500386.455266,81
1606500386.559402,80
1606500386.663721,88
1606500386.768792,88
1606500386.916840,87
1606500387.020753,89
1606500387.123705,91
1606500387.226874,100
1606500387.329924,99
1606500387.434349,71
1606500387.538434,72
1606500387.643778,70
1606500387.748447,36
1606500387.852577,41
1606500387.957439,36
1606500388.063685,38
1606500388.167855,37
1606500388.272312,37
1606500388.377077,36
1606500388.481593,38
1606500388.585919,37
1606500388.690472,37
1606500388.794783,37
1606500388.899744,39
1606500389.005444,38
1606500389.110177,39
1606500389.214949,45
1606500389.319178,50
1606500389.422894,59
1606500389.526497,71
1606500389.635224,68
1606500389.744236,40
1606500389.848414,41
1606500389.956390,39
1606500390.062317,41
1606500390.166464,40
1606500390.270969,42
1606500390.374742,42
1606500390.478278,41
1606500390.581732,43
1606500390.685878,42
1606500390.789882,43
1606500390.896488,50
1606500391.000049,54
1606500391.104743,58
1606500391.208662,64
1606500391.321222,72
1606500391.425438,65
1606500391.529165,46
1606500391.633876,44
1606500391.737889,45
1606500391.848535,45
1606500391.967254,44
1606500392.071901,44
1606500392.175824,45
1606500392.279546,46
1606500392.383119,45
1606500392.486292,46
1606500392.593192,47
1606500392.697274,56
1606500392.803499,58
1606500392.911531,56
1606500393.015720,67
1606500393.119838,76
1606500393.223714,76
1606500393.327141,48
1606500393.430827,48
1606500393.535849,48
1606500393.640263,47
1606500393.746203,48
1606500393.850352,49
1606500393.955258,48
1606500394.059686,48
1606500394.163883,50
1606500394.267976,49
1606500394.373200,50
1606500394.476952,55
1606500394.582153,56
1606500394.686832,60
1606500394.795217,63
1606500394.900218,71
1606500395.003288,78
1606500395.109480,79
1606500395.217111,51
1606500395.320784,52
1606500395.425397,49
1606500395.530785,50
1606500395.644479,50
1606500395.750161,50
1606500395.859574,52
1606500395.964592,52
1606500396.069614,52
1606500396.174691,52
1606500396.279757,53
1606500396.384626,64
1606500396.489938,65
1606500396.593969,64
1606500396.698684,63
1606500396.802835,74
1606500396.907840,87
1606500397.011263,81
1606500397.121587,61
1606500397.224684,55
1606500397.329372,54
1606500397.432378,53
1606500397.539947,54
1606500397.644647,53
1606500397.748927,55
1606500397.852419,54
1606500397.961692,55
1606500398.072041,55
1606500398.176212,55
1606500398.280279,56
1606500398.385410,63
1606500398.490829,65
1606500398.596291,65
1606500398.700667,76
1606500398.804511,78
1606500398.909562,84
1606500399.014391,71
1606500399.121287,59
1606500399.225731,59
1606500399.330731,57
1606500399.434847,58
1606500399.544088,58
1606500399.650792,58
1606500399.759133,59
1606500399.862690,58
1606500399.966303,59
1606500400.073276,60
1606500400.177425,60
1606500400.281767,66
1606500400.389754,66
1606500400.493367,66
1606500400.597984,70
1606500400.705658,69
1606500400.809583,80
1606500400.913822,90
1606500401.018064,84
1606500401.123197,66
1606500401.228191,61
1606500401.333204,60
1606500401.439890,60
1606500401.544365,59
1606500401.648326,60
1606500401.753025,59
1606500401.857755,60
1606500401.964407,60
1606500402.070587,61
1606500402.177192,63
1606500402.281186,62
1606500402.385860,68
1606500402.492684,71
1606500402.597005,73
1606500402.701410,83
1606500402.805847,82
1606500402.910199,90
1606500403.014386,91
1606500403.118731,64
1606500403.223047,63
1606500403.327154,62
1606500403.431078,63
1606500403.534645,64
1606500403.638922,64
1606500403.744344,64
1606500403.848834,64
1606500403.953783,63
1606500404.057591,65
1606500404.163147,64
1606500404.268766,64
1606500404.372816,70
1606500404.478452,73
1606500404.582783,73
1606500404.687660,85
1606500404.800184,86
1606500404.904948,93
1606500405.010613,95
1606500405.115111,94
1606500405.218984,67
1606500405.322269,67
1606500405.426252,66
1606500405.539332,66
1606500405.644799,66
1606500405.748546,65
1606500405.853929,66
1606500405.959248,68
1606500406.065144,68
1606500406.170109,67
1606500406.274997,66
1606500406.378541,66
1606500406.482399,68
1606500406.586486,68
1606500406.690359,68
1606500406.794090,68
1606500406.898411,67
1606500407.003069,67
1606500407.108364,66
1606500407.219106,69
1606500407.324862,76
1606500407.429690,76
1606500407.537435,78
1606500407.641468,78
1606500407.746219,89
1606500407.849712,88
1606500407.953993,94
1606500408.062727,94
1606500408.170945,82
1606500408.275118,71
1606500408.379319,70
1606500408.484387,71
1606500408.588659,69
1606500408.693542,69
1606500408.797497,69
1606500408.902243,70
1606500409.006392,69
1606500409.111122,70
1606500409.215515,71
1606500409.320516,70
1606500409.427023,70
1606500409.532687,71
1606500409.638355,71
1606500409.742084,71
1606500409.851412,71
1606500409.958650,71
1606500410.062669,72
1606500410.172425,72
1606500410.279738,73
1606500410.384416,74
1606500410.488134,79
1606500410.591815,80
1606500410.695345,82
1606500410.799204,82
1606500410.902793,93
1606500411.007904,92
1606500411.112968,99
1606500411.217191,94
1606500411.324554,96
1606500411.428381,87
1606500411.532417,85
1606500411.636423,74
1606500411.740771,74
1606500411.845077,74
1606500411.949824,74
1606500412.054444,74
1606500412.158728,75
1606500412.263705,76
1606500412.368389,75
1606500412.472061,75
1606500412.580457,76
1606500412.683841,76
1606500412.788214,75
1606500412.896513,74
1606500413.000313,75
1606500413.104651,76
1606500413.208882,76
1606500413.314711,76
1606500413.418239,76
1606500413.522310,76
1606500413.628451,83
1606500413.733634,82
1606500413.838926,86
1606500413.943365,86
1606500414.049192,97
1606500414.153165,98
1606500414.271274,94
