1606500371.78,0.769
1606500373.56,0.81
1606500375.38,0.988
1606500377.37,1.074
1606500379.46,0.944
1606500381.41,1.136
1606500383.56,1.685
1606500386.26,1.764
1606500389.03,0.666
1606500390.71,0.764
1606500392.49,0.816
1606500394.31,0.877
1606500396.2,0.923
1606500398.14,0.899
1606500400.05,1.074
1606500402.13,0.963
1606500404.11,1.98
1606500407.1,2.119
1606500410.24,2.112
1606500413.36,2.034
1606500416.4,2.63
1606500420.04,2.141
1606500423.19,0.565
1606500424.77,0.636
1606500426.41,0.705
1606500428.13,0.697
1606500429.83,0.729
1606500431.57,0.526
